,log2FoldChange
ZNF264,2
DOK3,2
CLDN10,1
OSGEP,2
ST3GAL1,2
TFAP2E,2
HNMT,2
SEC24A,2
KLRC3,0
ZNF260,2
PACRG,2
CACNG6,0
ZNF546,2
S100G,1
CEP126,2
FBXO40,0
HAUS3,2
OPRM1,0
PPP4R1,2
HIST1H2BH,2
PHF3,2
NDUFS3,2
GRN,2
GNAS,2
ANKDD1B,2
HSD17B14,2
PDIA3,2
WDR41,2
MRPL34,2
GLRX2,2
FOXC2,2
SELPLG,2
TUBD1,2
RBM6,2
L2HGDH,2
C11ORF45,2
ZFPL1,2
TRIM15,2
KLHL25,2
AKR1B15,0
CXCR6,2
RRN3,2
SEMA3C,2
HSF5,2
SULT1E1,1
NLRC5,2
EFCAB8,2
MRPS18B,2
RILPL2,2
DRC3,2
CNIH2,2
PEX11B,2
MOB4,2
TRAPPC9,2
CBWD2,2
ZBTB45,2
ZNF486,2
SMARCAL1,2
SPAG6,0
RAB7B,2
CYB5R4,2
TMEM43,2
TMEM88B,1
GMDS,2
LTC4S,2
KATNAL2,2
PRMT2,2
GPNMB,2
MTHFSD,2
UMAD1,2
RAB4B-EGLN2,2
MMP17,2
KBTBD3,2
RTF1,2
CHPT1,2
OXSR1,2
ATRAID,2
NPBWR1,1
ADAM2,1
TUNAR,0
CEP57,2
RAPGEF4,2
PPIP5K1,2
SFXN2,2
PACRGL,2
KDM6B,2
PDSS2,2
ANP32D,1
EBF3,2
SBF2,2
GTF2IRD2,2
SH3YL1,2
HIGD2B,1
INTS10,2
LGALS7,1
MAP2K5,2
LINC00282,2
DGKD,2
AKT2,2
BPIFB1,1
COA6,2
OR56B4,2
USE1,2
TCF12,2
MTIF3,2
CDX1,2
KXD1,2
ATP6V1A,2
PSMA2,2
CENPX,2
EDARADD,2
WHAMM,2
HCFC1,2
CPB1,0
TMEM56-RWDD3,2
QRSL1,2
FBN3,1
ADAM32,2
HOXC9,1
SLITRK4,0
LEO1,2
PBRM1,2
CCDC163,2
CYBB,2
CC2D1B,2
ZPBP,1
ZNF616,2
EIF4B,2
ELP5,2
TRPM5,2
CHRFAM7A,0
TINAGL1,2
CRNKL1,2
GTF2H5,2
PCIF1,2
UBE4B,2
TSKS,2
CC2D1A,2
FANCC,2
SPATA22,0
DMAC1,2
TGM3,2
CBR4,2
VPS8,2
APOA5,1
NFATC3,2
WFDC9,1
IGF2BP2,2
TPD52,2
STAT5B,2
TTC5,2
KCNE1B,1
GOPC,2
CMTM2,2
POC1B-GALNT4,2
PZP,2
RUFY4,2
DAXX,2
GSTA2,0
TOP1,2
BCOR,2
ZNF441,2
MRS2,2
INSC,2
RYK,2
TMUB1,2
IRX4,1
SLX1B,1
CTNNBIP1,2
CCDC159,2
AC083902.2,1
CSNK2B,2
TMEM259,2
ADPRHL2,2
CLEC18C,1
ABHD18,2
MBTPS1,2
ZFP36,2
GTF2A1L,0
CFAP70,2
EXOC8,2
FAT2,2
ZNF83,2
HSPG2,2
TLNRD1,2
MST1R,2
EXD2,2
AHDC1,2
CAPNS2,1
CNOT6L,2
UCK1,2
DCX,0
KIAA0319,2
GALR2,2
CDK5R1,2
CACTIN,2
THSD7B,0
INPP5B,2
NR6A1,2
RHOQ,2
NFATC1,2
EWSR1,2
RHBDD2,2
CHST14,2
CCDC83,1
URAD,0
ADAM9,2
CCDC3,2
HR,2
GADL1,1
CD8B,2
NRP1,2
GNRH2,1
FOXD4L1,2
LAYN,2
MINPP1,2
SENP7,2
C12ORF60,2
POMC,2
FAM84A,2
SMARCB1,2
TMEM89,2
LRRC8B,2
HEG1,2
TRPM8,1
PLAG1,2
FAM110C,2
MX2,2
SLC1A7,1
NDUFB2,2
KCNIP2,2
TM4SF19-TCTEX1D2,1
SYNPR,1
C1S,2
FOXP1,2
ZNF215,2
ZNF341,2
PWWP2B,2
UBN2,2
GLYATL2,2
ARMC4,2
SLC30A6,2
TREML4,1
TRAPPC3L,2
KRTAP1-1,1
PGA5,0
RBM15,2
ZNF609,2
CXORF40A,2
HEXB,2
TEKT1,1
DEF6,2
ZNF414,2
BCL9,2
ZNF563,2
IKBIP,2
TSPAN6,2
SULT2A1,1
PP2D1,2
DEFA5,1
TMEM86B,2
LHFPL4,0
THAP8,2
CFAP44,2
C10ORF88,2
CTRL,2
SERPINE3,2
FUT10,2
LRRC59,2
ONECUT1,1
PRKAR2A,2
ADAM10,2
GJA4,2
ITGB1,2
KCNK13,2
PDLIM4,2
IL13RA1,2
AARS2,2
PHTF1,2
NDOR1,2
TCAIM,2
STK38L,2
DICER1,2
RNGTT,2
PHKG2,2
SEC22B,2
FBXO9,2
APPL1,2
UPK3B,2
CD81,2
ENPEP,2
TMF1,2
SCGB3A2,1
RNF220,2
CALHM1,0
EXPH5,2
ANKRD7,0
MRPL18,2
FAM182B,2
HLA-DQA1,2
SRGAP2C,2
ARMC9,2
MTMR11,2
LINC00890,0
ZNF217,2
ZNF791,2
MUSTN1,2
UBE2E2,2
FSTL4,1
XPNPEP2,0
AGBL5,2
STOML3,2
DBX1,1
PBDC1,2
RFNG,2
ZNF613,2
EFNB2,2
XRCC4,2
MDK,2
RFX5,2
SLC6A17,2
GABRR1,1
HLA-DPB1,2
RIPOR3,2
PCDHB7,2
RAD50,2
CDC42BPB,2
C12ORF76,2
MRPL21,2
AC010132.3,1
INPPL1,2
COL11A2,2
TTC34,2
TMC7,2
TRPM1,1
TTC19,2
GABPB2,2
CALHM2,2
NDUFAF5,2
RHOT1,2
RD3,0
MARVELD2,2
GRK5,2
ACADL,0
WDFY2,2
UTS2,1
ZFP30,2
UBE2V2,2
TRIM37,2
TSPAN14,2
PIGT,2
PLEKHH1,2
POMT2,2
ERCC6L2,2
CCDC88A,2
CLUAP1,2
GDI1,2
APBB2,2
SLC6A12,2
KRTCAP2,2
NMRK2,0
CDC5L,2
KCNJ3,1
CIB2,2
C4ORF50,2
GPR42,0
CHST7,2
LRRTM1,0
LYPLAL1,2
IGFBP2,2
PCYT2,2
SLCO3A1,2
HOXB4,2
PGM2,2
SOWAHD,2
C8G,2
ZNF98,0
LRGUK,2
KRTAP1-5,1
PRUNE1,2
TNFRSF25,2
CYB5D1,2
NPPC,0
SMIM26,2
OR1L8,2
KDELR1,2
RNF166,2
TEN1,2
R3HDM2,2
MIA,1
TMED9,2
ZKSCAN7,2
SLC7A8,2
GJC2,2
HLA-DPA1,2
TPI1,2
G0S2,2
GAL3ST2,2
LMAN2,2
CARNS1,2
UGT2B11,0
COQ8A,2
AC068946.1,2
DPF2,2
AP000275.2,2
CLK3,2
RABL2B,2
EFCAB13,2
ADGRE2,2
EPN1,2
TNPO1,2
CHADL,2
GRIP2,2
SNAP47,2
VAPB,2
ABCA2,2
GNG5,2
VPS26B,2
HNRNPA0,2
PRSS45,1
OR10H1,1
CASTOR2,2
C7ORF61,2
ZNF808,2
LINC00672,2
RAD9B,2
FAM72B,2
AL355102.2,2
DDX19B,2
ZDHHC11B,2
CRYZ,2
ANK1,2
KLHDC7A,2
CLCA2,0
DHRS7B,2
NUDCD2,2
COL13A1,2
C3AR1,2
PAFAH1B2,2
MS4A3,0
OSCP1,2
OR52N4,0
APOBEC3C,2
RHOV,2
RPL3L,2
TMEM215,1
GPR137B,2
GABRA4,1
GTDC1,2
OSBPL9,2
ANO7,2
CAPN11,2
SDC3,2
RPS17,2
HOXD8,2
KIF13A,2
LIPK,1
PRSS54,1
FRMD6,2
FOS,2
KRT85,1
DIDO1,2
MAGEA10,1
KRTAP10-2,1
KRT81,2
MEDAG,2
NCOA6,2
PPP1R15B,2
ACO1,2
PRELID3B,2
OCLM,2
CCDC134,2
DUSP23,2
C2ORF50,2
EDF1,2
GRIP1,2
ARPC4,2
UFD1,2
USP43,2
RER1,2
FAM83C,1
PGPEP1L,0
SFRP2,0
PPP6R1,2
RBBP9,2
CFDP1,2
PRIMPOL,2
DUS2,2
CDH26,2
LRRC47,2
DDX46,2
SUN1,2
PBOV1,1
ZNF346,2
GRM7,2
DCDC2B,2
NPAP1,0
OAS1,2
MIB2,2
LOXHD1,2
FCGR1A,2
ELF2,2
N4BP2L2,2
MDGA2,0
FBXW11,2
POLR2J,2
MYO1F,2
AMIGO3,1
NCR1,2
CENPBD1,2
LRP4,2
PRRC2C,2
PLCB1,2
ANAPC4,2
CCDC194,1
SSR4,2
NUDT6,2
ZNF618,2
ZKSCAN1,2
TAOK2,2
DNM1,2
ENTHD1,1
PLA2G4C,2
MAGEC2,1
MDM2,2
PIK3CA,2
RSRP1,2
GUCY2C,2
C9ORF84,1
VAMP1,2
ATG5,2
KCNK6,2
CGB8,1
DCP1A,2
CTSB,2
ABI1,2
RASGRP3,2
VWF,2
SLC5A9,2
RPL5,2
CPA5,1
LDHAL6A,2
TSTD1,2
OR2T8,0
ZNF99,2
ARMC1,2
AIMP1,2
ZNF256,2
ZNF704,2
CCDC27,0
SFTA3,1
CBLN3,2
C11ORF63,2
SERPING1,2
LINC01125,2
ZNF408,2
INTU,2
ATN1,2
WDFY3,2
CIB1,2
PEX16,2
CDAN1,2
EXOC2,2
RASL10A,2
IGSF9B,2
SZRD1,2
SSNA1,2
B3GNT9,2
BCR,2
CUL4B,2
TMEM39B,2
SF3A1,2
CINP,2
CLN3,2
ARNT2,2
KCNH3,2
TIAL1,2
CAMTA1,2
CTNNAL1,2
CYB5RL,2
IFI35,2
METTL16,2
RB1,2
DYSF,2
SLC25A36,2
ZNF713,2
RPL13A,2
TRAF3IP1,2
YBX1,2
MRPL40,2
OXNAD1,2
TMEM176B,2
LRTM2,0
SPINK7,1
NME6,2
RNF165,2
AC138811.2,2
SBF1,2
SERP1,2
RNF186,2
AC005832.4,1
NBPF26,2
DENND2C,2
GNB1,2
HP1BP3,2
KCNMB3,2
ZNF799,2
RPL34,2
PTPN1,2
CLDND2,2
LRIG1,2
FMNL1,2
ZBED1,2
ART4,0
ETF1,2
FUCA2,2
CNTRL,2
ALG2,2
NFKBID,2
OSTC,2
ADORA1,2
UVSSA,2
NUP153,2
CD300LF,2
RNF216,2
BOLA2B,2
NTF3,2
CPSF2,2
RARB,2
THG1L,2
BCO1,2
T,1
CRLF1,2
IWS1,2
TUBA1C,2
PPP1R14C,2
MFF,2
SRPK3,2
KMT2C,2
IL27,2
ZNF880,2
AC091551.1,2
FUT2,2
FAM133A,0
FAM173B,2
LRRC4,2
STXBP6,2
KCTD15,2
C1R,2
CHST2,2
GTF2B,2
SPDEF,2
NINL,2
ARAF,2
PPM1M,2
LRRIQ3,2
ZNF559,2
ZNF45,2
GSDMB,2
USMG5,2
PCP4,0
TFPI,2
RUNDC3A,2
FAM184B,2
DUOXA1,2
PLEKHO2,2
KRTAP2-3,1
H6PD,2
PCDHGA5,2
CCDC191,2
DCXR,2
DAPK1,2
ARHGEF7,2
TMEM183A,2
HTATSF1,2
SIGLEC7,2
LRIG3,2
NUTM1,2
LEKR1,2
POM121L2,2
CDADC1,2
ITGB4,2
AUP1,2
ZCCHC18,2
ZDHHC19,2
PLXNC1,2
FUT11,2
PSD4,2
LY6G5B,2
SLC6A18,0
FAM124B,2
GPR107,2
RRAGA,2
AC096887.1,2
ARHGEF40,2
TMPPE,2
UQCC3,2
STYXL1,2
ANTXR1,2
MAD2L1BP,2
AC010325.1,1
STRN4,2
CREG1,2
EPB41,2
CDC27,2
TM2D2,2
RPL6,2
ARHGEF16,2
DMWD,2
SEMA4C,2
PHF2,2
GPR75,2
AL583836.1,0
PITPNM1,2
AGAP4,2
JARID2,2
ARID5B,2
FRMPD3,2
HSD11B1L,2
FRMD7,1
IFT20,2
DNMT3L,1
RALY,2
AKR1D1,0
FBXW10,1
NTPCR,2
TAC3,2
ULK2,2
RPS24,2
CSGALNACT1,2
OTX2,1
RBM4,2
GATAD2A,2
EPPK1,2
DET1,2
AKT1S1,2
TAS2R14,2
ZNF607,2
YBEY,2
ZNF518B,2
ATG2A,2
CACNA1E,2
MROH7-TTC4,2
SPRTN,2
TFAM,2
ADAMTS13,2
MYRF,2
MCF2L,2
OR2H2,1
TEC,2
HINT2,2
CCL18,2
TRIM63,0
GNAT1,1
MED29,2
ICE1,2
GPRC5C,2
PPEF2,2
CSNK2A1,2
SLC4A5,2
NKIRAS1,2
FAM71D,2
SMIM10L1,2
TAS2R19,2
KIF1BP,2
CCDC155,1
INF2,2
MYLIP,2
C10ORF67,1
LPA,0
NOV,2
SMIM27,2
ANKRD27,2
NDUFA2,2
BRF1,2
CCZ1,2
NXT2,2
SH3PXD2A,2
PPP1R9B,2
IL17RE,2
GADD45B,2
D2HGDH,2
CNNM1,2
SOHLH2,0
WASHC5,2
C8ORF34,2
MAN2A2,2
TOGARAM2,2
SLF1,2
JTB,2
BRPF1,2
DOPEY1,2
DCBLD2,2
SIGLEC5,2
C4ORF47,2
ASL,2
MEIKIN,1
CREBBP,2
FBRS,2
RHOBTB2,2
NIN,2
NR2E3,2
GORAB,2
SYCE1,2
SPINK4,1
RFX4,2
SLC22A18,2
TAP1,2
GCNT7,2
HIST2H2AC,2
PPP4R4,2
CNIH4,2
RPS10-NUDT3,1
ADSS,2
SYDE2,2
CD80,2
OSBPL8,2
IGLL1,0
LAMA3,2
TSKU,2
UTP3,2
MLLT10,2
ARL4C,2
NTM,2
PER2,2
OSR2,2
NELFB,2
VPS52,2
TCEANC,2
RIMS1,0
ZNF653,2
SLC25A30,2
SRPRA,2
AMER3,0
FSIP1,2
FPR2,2
ARF5,2
SNHG28,2
SLIRP,2
SYCP2L,2
ESYT1,2
FOXA1,2
UQCRC1,2
CARD11,2
GRIPAP1,2
DCST1,2
RALGAPB,2
COG7,2
HOMER3,2
DCT,1
TANK,2
TMEM256,2
HDX,2
KIAA2013,2
SLC22A13,2
KCNH2,2
ABCA7,2
HESX1,2
GOLGA5,2
LEPROTL1,2
ATRN,2
RASL11B,2
IDO1,2
TTC25,2
APOL1,2
ZNF740,2
FMR1,2
ADAM22,2
USP13,2
CGGBP1,2
NUDT4,2
WDR38,1
NTSR1,0
DPPA4,1
GSTM3,2
LAMB1,2
TMEM102,2
SRGN,2
ADGRL1,2
TCHP,2
ABRACL,2
MAFB,2
HTR1F,2
PRSS35,2
ABCF1,2
ATP6V0B,2
IAH1,2
HIVEP3,2
NCOR2,2
FETUB,0
RUFY3,2
ANXA7,2
GLG1,2
GP9,0
LIMD2,2
IFT57,2
HNRNPLL,2
CD5L,0
SPEF2,2
PLPPR4,2
IRS1,2
MXRA8,2
SPATA45,2
FARP2,2
PCDHGA6,2
SLC7A3,0
HIST1H2BJ,2
CERCAM,2
H3F3A,2
ZNF43,2
SPINT2,2
GRID2IP,2
KIF6,2
PFDN1,2
NR2E1,1
FAM81A,2
BATF3,2
SLC16A5,2
BBOX1,1
TUBGCP5,2
RLN1,2
ANGPTL3,2
FAM86B1,2
DHX40,2
PSPN,2
BUD13,2
RNF6,2
SEC24C,2
PCDHGB3,2
PRKAA1,2
TMEM125,2
SPAG16,2
UBR5,2
EVI5L,2
H1FNT,0
LINS1,2
TGM6,1
DHFR,2
CMPK1,2
ZNF37A,2
WNT1,2
PTMS,2
RASGRP1,2
GOLGA4,2
CCL1,1
KIAA1210,1
SMU1,2
SNRNP25,2
NEMP2,2
ICE2,2
CLDN20,2
STKLD1,2
RASA4,2
KRT86,2
PIAS3,2
GABRA1,0
RARRES3,2
APBB3,2
HDGFL3,2
EXTL3,2
ADGRE5,2
TMEM50B,2
DEDD,2
FAM177B,2
SLFN12L,2
MAP4,2
CBR3,2
MPC1L,1
IL20RB,2
GALNT11,2
DENND4A,2
HES5,2
RNF175,2
PPL,2
SLC7A2,2
SIGLEC14,2
ATG9A,2
RECQL,2
EML3,2
TCTE1,2
CARD9,2
CPD,2
DLGAP1,2
SMIM1,2
LRTM1,0
KRT39,1
AC087632.1,2
DCAF17,2
CDK14,2
TMEM269,2
ASNA1,2
KIF5B,2
IRF2BP1,2
RPTN,1
MYB,2
PCED1B,2
MAP10,2
KCNC3,2
GAS2L1,2
GPAA1,2
CNTF,2
CENPV,2
EQTN,2
HLA-DQA2,2
P2RX6,2
FUK,2
PRRG1,2
HABP4,2
CYP2A6,2
NUDT18,2
ANKRD37,2
SLC38A11,2
RCE1,2
RWDD3,2
C1ORF94,0
DENND5A,2
CHRNB3,1
SRF,2
WDR49,0
CCL2,2
FAM186A,2
DNAJC7,2
CENPB,2
SLC30A7,2
MFSD6,2
NRAS,2
AC106782.1,2
AP3B1,2
COG4,2
SERF1A,2
SLC25A48,2
KAT5,2
HCFC1R1,2
ALKBH3,2
DLGAP3,2
AGRP,2
PAGE2B,1
TUFM,2
AK7,2
DNAJB7,2
CST11,1
ANKRD49,2
POM121,2
TBC1D20,2
PLPPR3,1
MROH9,1
KIAA1841,2
DNAH3,2
C12ORF50,1
SLC23A2,2
C19ORF47,2
USH1C,2
SUSD4,2
COX18,2
KIAA0319L,2
NRXN3,2
CLPTM1,2
FHL2,2
FBXO6,2
MIF4GD,2
ATG4C,2
LHFPL3,2
SORCS2,2
SEPT2,2
IL22RA2,2
WDR11,2
BMP8A,2
GSR,2
ZNF155,2
TMEM117,2
PPM1K,2
SLK,2
SPRY2,2
FAM19A3,2
PPT2,2
CFAP57,2
GOLGA8O,0
RSPH10B2,1
LAMA5,2
SMOC2,2
DOCK4,2
SULT1A3,2
AGAP9,2
GZMK,2
PTPRG,2
NOSIP,2
GAMT,2
CORT,2
RAD52,2
WDR70,2
PXDNL,2
MAGIX,2
TAL2,2
SLC38A2,2
ZNF500,2
NDUFS8,2
C22ORF46,2
LNPEP,2
SCFD1,2
TBR1,1
NKAIN4,2
DDX5,2
GCH1,2
CA8,2
OGFRL1,2
LRRC75B,2
FAM103A1,2
LBHD1,2
METRN,2
AS3MT,2
ALOX12,2
ZNF180,2
ZNF397,2
SEMA7A,2
ERLIN1,2
OTUB1,2
DNAJB2,2
EXOC1L,1
EIF3L,2
CCNL1,2
AMIGO1,2
GNA14,2
SPI1,2
GOLGB1,2
SLC25A3,2
JAK2,2
PPM1E,2
C1QL3,2
AC005885.1,1
GBP6,2
ARMCX3,2
MSANTD1,2
RPL15,2
TBC1D23,2
FAM200A,2
OMP,2
SIT1,2
GCFC2,2
SETD2,2
NIPAL2,2
GABBR2,2
SEMA5A,2
NDUFS6,2
TBX19,2
GPD1,2
SLC9B1,2
LSM12,2
SREBF1,2
CETP,2
MRPL12,2
C1D,2
TMEM209,2
NPC2,2
SYCP3,2
MRAP,0
NIPSNAP3B,2
LIN28B,1
DLX2,1
DNAJB13,2
FPGT,2
LRRC2,2
C17ORF50,2
ISCA2,2
UBE2D4,2
GOLGA6L10,2
HEMK1,2
RNF34,2
C2CD4C,2
PTAR1,2
CRACR2A,2
LYSMD2,2
VSX1,2
ABI2,2
C1RL,2
TMEM232,2
CNKSR1,2
DHRSX,2
CEP97,2
GNB2,2
PIAS4,2
PRH2,2
MRPL28,2
AL049650.1,2
NXPH2,0
REC8,2
FLYWCH1,2
SRRM3,2
TGM2,2
RPS15A,2
OCIAD1,2
SPATA32,2
SCRN1,2
VWA7,2
NUFIP2,2
TSC22D1,2
UBE2L3,2
NHLH2,1
C16ORF58,2
ARID1A,2
ELMOD2,2
MTOR,2
PROSER2,2
SMURF2,2
PHACTR2,2
ZNF691,2
BTN3A3,2
DDI2,2
POLR2E,2
RBM48,2
LRFN1,2
NKG7,2
TRIM67,2
IDO2,2
IGFBP4,2
ING2,2
CHMP1A,2
ERN2,2
KLHL28,2
FUBP3,2
VAMP5,2
PRKCZ,2
ORAI2,2
PRR15L,2
HTR2B,2
ZNF174,2
CDK17,2
UBAP1,2
ATXN10,2
ZBTB11,2
RASSF7,2
STK11,2
GTF3C2,2
RNF213,2
H1F0,2
CR1L,2
C8ORF89,2
STK24,2
MCOLN3,2
HCCS,2
RARRES1,2
UNC50,2
LRRC37B,2
ZNF776,2
SPDYE2,2
CNOT3,2
SLC1A3,2
ATP5G1,2
FAM228A,2
TRPC3,2
CFAP77,2
DAGLB,2
ACSBG2,2
C9ORF72,2
CHRNA7,2
IGBP1,2
FAM104B,2
C4B,2
SH2D1A,2
ARHGEF35,2
CSAG2,1
CCDC190,1
NECAB3,2
CCR1,2
SALL3,1
HUS1B,2
SOX6,2
PGM2L1,2
FAM227B,2
HOXA6,2
RPRD2,2
WARS2,2
ZNF451,2
RGS6,2
UBP1,2
DSC1,2
YES1,2
SERGEF,2
FBXO17,2
TPH2,0
GPANK1,2
TAS2R4,2
GSTA4,2
RDH8,1
CEP290,2
CEP19,2
NEK9,2
FBXW5,2
HUS1,2
ZCCHC3,2
FA2H,2
PRB3,2
CEACAM5,2
ZNF823,2
CSNK1A1L,1
USP37,2
SIAH3,2
COL24A1,2
AC091959.3,2
TECPR1,2
IL24,2
ZNF362,2
SMIM24,2
GRK3,2
GABRA3,1
SLC16A14,2
MRAS,2
SH3D21,2
GTF2H4,2
CCR6,2
TMED7,2
CAMK2B,2
SOX2,1
DBP,2
FAM196A,2
C17ORF51,2
HEBP2,2
MBD3,2
SURF1,2
RET,2
DHX8,2
MERTK,2
PRSS3,2
GOLGA8M,2
TMEM167A,2
RAB24,2
AC093668.1,1
ROS1,0
HOMER2,2
ADRA2B,2
DDX3X,2
NOL12,2
RRAS,2
MED28,2
SRSF8,2
PRAP1,2
ADAMTS5,2
INSIG2,2
ELP6,2
DIAPH2,2
CDHR4,1
C9ORF153,2
AP000350.4,1
ADGRF4,2
NYX,0
FABP7,1
ARFGAP2,2
TRIM4,2
VAX2,2
DNHD1,2
ZNF778,2
WDR26,2
PIK3C2B,2
ZNF143,2
PNPLA2,2
SH3BGRL3,2
NPLOC4,2
ERMN,2
TMEM186,2
GDAP2,2
CSTF2T,2
DARS2,2
PPCDC,2
EIF4E2,2
MED4,2
NFIL3,2
SLC43A3,2
AC011448.1,2
AEBP1,2
NDRG3,2
LYPD5,2
IGSF6,2
TMEM214,2
VPS18,2
BASP1,2
MTR,2
MPRIP,2
CD68,2
FAM129B,2
CYTH2,2
STK40,2
CSTA,2
PSMB9,2
STARD3NL,2
PGAP3,2
WDPCP,2
SNN,2
COX7A2,2
PATL2,2
TSPAN4,2
ANXA2,2
CRYBG2,2
ZNF805,2
SLC10A3,2
NPHP1,2
TMEM219,2
AC068790.8,2
METTL21A,2
TPSD1,0
TMEM223,2
FER,2
ATRX,2
ZNF567,2
TXNRD2,2
AC003006.1,1
FDFT1,2
SOX18,2
NR2F6,2
GYG1,2
CISD2,2
SPSB3,2
INO80C,2
CEBPA,2
C1ORF131,2
LINC00116,2
SYCE1L,2
THEG,1
SNAI2,2
CEP128,2
WASHC3,2
PACS1,2
C4ORF3,2
YWHAB,2
MYO10,2
DHX36,2
FRG1,2
KATNBL1,2
EPPIN,1
APH1A,2
CHCHD5,2
KLK13,0
NINJ2,2
WRN,2
SLC26A10,2
ZNF516,2
CTSE,1
ITGB5,2
SNX5,2
BTBD2,2
RGS1,2
GPR135,2
TBC1D10B,2
AC005833.3,2
FPR1,2
CD72,2
TMEM256-PLSCR3,2
ASCL4,0
FBXL20,2
CLCNKA,2
TBCCD1,2
SLC39A2,1
CCZ1B,2
IDH1,2
GRM6,2
IDH3G,2
ARRDC5,2
PRKCQ,2
UBE3A,2
C7ORF25,2
ABCB7,2
RSPH1,2
HID1,2
SH3RF3,2
AC068533.4,2
BOLL,1
ATP5C1,2
CXORF56,2
MARC1,2
PITHD1,2
PAGE1,1
ARHGAP27,2
GBX1,1
OLFM4,1
IL2RG,2
GLYAT,0
CAPN8,2
MBOAT7,2
S100A10,2
HAUS8,2
CERS6,2
GCDH,2
RGPD8,2
CATSPER3,2
FIP1L1,2
DVL3,2
DLL1,2
VPS9D1,2
MED1,2
CDH22,0
FMNL3,2
AC135178.2,2
SDF4,2
GRID2,0
NCSTN,2
ALS2CR12,2
ADPRM,2
DACT2,2
GLI4,2
C10ORF90,2
PPP3CC,2
R3HCC1,2
TMPRSS11D,1
DNMT3A,2
ZNF675,2
CRMP1,2
TMCO2,1
ZNF75D,2
C1ORF43,2
ZBED5,2
DRC7,2
OPTC,0
ARHGEF10,2
LILRA2,2
CHPF2,2
HIST1H2BM,1
CCND3,2
VSTM1,2
RBFOX1,0
CSMD3,0
C2ORF16,2
CYP26C1,1
POLR2A,2
TRIML2,1
RANBP2,2
ANGEL2,2
ZNF550,2
P4HB,2
ENAH,2
ZNF177,1
GLB1L2,2
LRRC3,2
AC244517.10,1
AP1AR,2
ADIPOQ,0
FAM212A,2
TMEM101,2
MSANTD4,2
INHBC,2
B3GAT2,2
C5ORF42,2
BOD1L1,2
RNMT,2
EHF,2
PSMD1,2
ZNF595,2
COLQ,2
SLC7A9,2
GATA5,0
SNX3,2
TRIM62,2
RALA,2
POLH,2
TIPARP,2
CNTNAP5,0
AP001931.1,2
MUC20,2
CCL4L2,2
EMC10,2
SPIRE1,2
OSBP,2
PTGR2,2
TAS2R3,1
CCDC39,2
FAM50B,2
JUN,2
FGF1,2
SLC25A45,2
SPSB2,2
NLRP6,2
SUGP1,2
NIPA1,2
FAM167A,2
THEMIS2,2
EHBP1,2
HES2,2
ISLR,2
AC022335.1,1
MARVELD1,2
STIM2,2
HIST1H3D,2
ANAPC15,2
CRB3,2
ACER2,2
PDCD10,2
CTIF,2
HMGXB4,2
TRA2A,2
CHST6,2
PITX2,2
SMIM17,2
GAS2L2,2
LAMP2,2
MRPL20,2
EMC9,2
PCDHGA3,2
FAM71F2,2
TMEM126B,2
UBE2W,2
ACTN3,2
TAS2R1,1
KIF2A,2
MAPK9,2
EIF2AK4,2
HEATR6,2
PTTG2,2
LST1,2
SMG5,2
SLC37A3,2
HTR1B,2
MIA3,2
ODF2L,2
ALDH3B1,2
TMEM268,2
RAB3IL1,2
EGFLAM,2
TCEA1,2
ABAT,2
EFNA2,2
USP1,2
TYROBP,2
NLRP1,2
SLC16A10,2
MT1B,0
HCN2,2
SEMA4A,2
CAPSL,1
KDM1B,2
MKRN2,2
MRPL46,2
CPO,2
CEACAM19,2
MIS18BP1,2
TMEM200C,2
MYO5C,2
KRT71,1
SDHAF3,2
SOX11,2
CCDC91,2
LUM,2
ZNF383,2
ZNF17,2
TNFAIP8L1,2
AC003002.3,2
GLIS3,2
IL31RA,2
KLF2,2
FAM167B,2
WDSUB1,2
ANXA6,2
RIDA,2
C4ORF36,2
ATOH8,2
IFI30,2
TMEM138,2
OR6T1,0
MPZL1,2
CAND1,2
GPN2,2
AMN1,2
SIAH2,2
PTPN6,2
SEL1L3,2
SHC1,2
CYP3A5,2
ZNF570,2
SLA,2
TKTL1,1
AL353588.1,2
ZP2,2
TCIRG1,2
AC004076.1,2
LCLAT1,2
BRD3,2
ELMOD3,2
ZNF551,2
HFM1,2
SNX17,2
AC006030.1,2
GDA,2
HIST1H2AM,2
TRAPPC6A,2
PCDHB6,2
KCNAB3,2
PRLHR,1
ELP2,2
DNAJC1,2
RABIF,2
RFTN2,2
RNF144B,2
USP25,2
CACNA1B,0
DLK1,1
LYZL2,1
GXYLT2,2
USP47,2
RNF214,2
FIS1,2
MINOS1-NBL1,2
FOXH1,2
RAG2,1
ELN,2
ECSIT,2
C9ORF40,2
ZAR1L,1
CSNK2A3,2
DNAJB9,2
HIST4H4,2
CDK13,2
MAP3K7,2
OARD1,2
PCLO,2
UBR4,2
BCKDHB,2
LTBR,2
RNF128,2
RFPL4B,1
TUBA8,2
COPS7A,2
ACCS,2
MLNR,2
CNTNAP2,2
MED14OS,2
RPS19BP1,2
PRODH2,1
KCNH5,0
DNAH10OS,2
PCDHGB5,2
CATSPER4,1
FAM104A,2
JUND,2
CUZD1,2
ZSCAN16,2
ACSS3,2
PLXDC2,2
SNPH,2
HIP1R,2
PSORS1C1,2
GGPS1,2
BAIAP2L1,2
PLEK,2
LRP5,2
MRM3,2
ZNF296,2
