genes,log2FoldChange_0,log2FoldChange_1,log2FoldChange_2
DENND2A,1,0,0
CBX7,1,0,0
ADRA1A,1,0,0
BORCS6,0,0,1
COL4A2,0,0,1
COL13A1,0,0,1
TRPM7,0,0,1
PRDM7,0,1,0
ATP11B,0,0,1
CCNL2,0,0,1
WWC1,0,0,1
GNA11,1,0,0
ALDOC,0,0,1
EVA1A,0,1,0
FLT4,0,0,1
FAM47E-STBD1,1,0,0
RPH3A,1,0,0
POLE,0,0,1
ANKRD30B,0,1,0
ALG10,0,0,1
ESRRA,0,0,1
IFNGR2,0,0,1
TRIR,0,0,1
APCDD1L,1,0,0
BCL2A1,0,0,1
KCTD21,0,0,1
DIRC1,0,1,0
PSKH1,0,0,1
SEPT2,0,0,1
SPINK1,0,0,1
ZC3H10,0,0,1
PTCD1,0,0,1
ZNF180,0,0,1
SOAT1,0,0,1
SDCCAG3,0,1,0
CDK8,0,0,1
C10ORF95,0,0,1
ZP2,0,0,1
SLC25A4,0,0,1
SLC22A17,1,0,0
SIX1,0,1,0
CDC42EP1,0,0,1
PLK2,0,0,1
CACNA1E,0,0,1
ARHGEF6,1,0,0
CPA5,0,1,0
MEF2A,0,0,1
TMEM169,0,0,1
CMTM7,0,1,0
SNTB1,0,1,0
MAPRE3,0,0,1
ATP5L,0,0,1
MTRNR2L10,1,0,0
GOT2,0,0,1
FBXO22,0,0,1
LAD1,0,0,1
SPRY4,0,1,0
ARFIP1,0,0,1
LTF,0,0,1
MLLT1,0,0,1
RPS6KB2,0,0,1
BNIP2,0,0,1
AS3MT,0,0,1
EPS15,0,0,1
TPCN2,0,0,1
KCP,0,1,0
MAP3K11,0,0,1
UBA52,0,0,1
ARHGEF12,0,0,1
CYP4B1,1,0,0
EML1,1,0,0
RAB25,0,0,1
HTATSF1,0,0,1
SLC25A2,0,1,0
ZC3H8,0,1,0
PANK3,1,0,0
THSD4,1,0,0
SPECC1L,1,0,0
HOMER3,0,0,1
CCNYL1,1,0,0
LRRN2,1,0,0
MATN2,1,0,0
RBM14,0,0,1
PRSS51,0,1,0
PAFAH1B1,0,0,1
MAMDC2,1,0,0
PAGE2,0,1,0
FZD1,0,0,1
CNTN4,1,0,0
CPSF4L,0,0,1
NME1,0,1,0
RABEPK,0,0,1
IGLL5,1,0,0
DNM2,0,0,1
GAR1,0,0,1
FRMPD4,1,0,0
ARHGEF10,0,0,1
B3GNT5,0,0,1
GTF2F2,0,1,0
SEPT6,1,0,0
KXD1,0,0,1
TIMM21,0,0,1
SLC25A39,0,0,1
CHURC1,0,0,1
SLC39A2,0,1,0
ZNF25,0,0,1
YPEL5,0,0,1
CFAP99,1,0,0
SFT2D2,0,0,1
LOXL1,0,0,1
TNNT1,0,1,0
ABCB11,1,0,0
RGL4,0,0,1
ZFP90,0,0,1
GALR2,0,0,1
FAM167B,0,0,1
UBAC1,0,0,1
RTL8C,0,0,1
ACSS3,0,0,1
RPA4,0,1,0
FGF4,0,1,0
DAZAP1,0,0,1
TMEM81,0,0,1
CD101,1,0,0
AC068946.1,0,0,1
C12ORF65,0,0,1
CD46,0,1,0
HOXD3,1,0,0
ZRSR2,0,0,1
WASHC2C,1,0,0
ZNF74,0,1,0
GPN3,0,0,1
NOP14,0,0,1
LTN1,0,0,1
MN1,0,0,1
PCDHGB4,0,0,1
FAM173B,0,0,1
MDN1,0,0,1
MED26,0,0,1
HRAS,0,0,1
CES2,1,0,0
SEC62,0,0,1
ZNF823,0,0,1
DMTN,0,0,1
KCNN4,0,1,0
TNK1,0,0,1
MCC,0,0,1
MAN2B1,0,0,1
GDF15,0,1,0
STAM,0,0,1
AC005832.4,0,1,0
PAXBP1,0,0,1
SLC25A44,0,0,1
IL23A,0,1,0
LRRC7,1,0,0
SNAPC1,0,0,1
ABCA2,0,0,1
CFAP43,0,1,0
LOX,0,1,0
BCAS1,1,0,0
MEX3A,0,1,0
LPAR5,0,0,1
PAXX,0,1,0
ZNF564,0,0,1
MFGE8,0,0,1
CNTN3,1,0,0
APOA5,0,1,0
EBF1,1,0,0
ZNF443,0,0,1
RPS15,0,1,0
SLC35A5,0,0,1
TRIB3,0,1,0
FRRS1L,1,0,0
SURF2,0,0,1
HIST1H2AC,0,0,1
TNNI3,0,1,0
HACD3,0,1,0
RAB23,0,0,1
MTOR,0,0,1
SMAP2,0,0,1
PRKCZ,0,0,1
C2ORF49,0,0,1
AP5Z1,0,0,1
MTMR1,0,0,1
CROT,1,0,0
CDK4,0,1,0
SLMAP,1,0,0
BRAT1,0,1,0
VSIG1,0,1,0
STAT3,0,0,1
RTL1,0,1,0
ITGA8,1,0,0
TLR10,1,0,0
MS4A4E,1,0,0
SNX33,0,0,1
PCDH11Y,1,0,0
KRT19,0,0,1
CLRN3,0,0,1
RAD23A,0,0,1
ZNF248,0,0,1
CCDC89,0,0,1
IQSEC2,0,0,1
TAF1B,0,0,1
AMPD1,1,0,0
EIF5B,0,0,1
MLLT6,0,0,1
PLEKHM1,0,0,1
MXRA7,1,0,0
AC006269.1,0,1,0
NPAS2,0,0,1
PLAC4,0,1,0
LFNG,0,0,1
LRRC14,0,0,1
ZNF593,0,1,0
ZNF717,0,0,1
TMEM155,1,0,0
AP1S1,0,0,1
ZNF335,0,0,1
SVOP,1,0,0
KYAT1,0,1,0
AREG,0,1,0
OTX2,0,1,0
MOGAT1,0,1,0
ORAI2,0,0,1
PSD4,0,0,1
SOX5,1,0,0
NMNAT3,0,0,1
EXOSC5,0,1,0
STEAP4,1,0,0
TACC1,0,0,1
LMBR1,0,0,1
PACRGL,0,0,1
DEF8,0,0,1
WASL,1,0,0
C6ORF223,0,1,0
FXYD5,0,1,0
FMO3,0,0,1
EPHB6,0,0,1
CEACAM16,1,0,0
HNRNPUL2-BSCL2,0,0,1
FBXO32,1,0,0
SIRT4,0,0,1
UTS2B,1,0,0
GLCE,0,0,1
FAM57B,0,0,1
AGMAT,0,0,1
PIPOX,0,1,0
BRPF3,0,0,1
FGF23,0,1,0
HDGF,0,0,1
STK38,0,0,1
C2CD4B,0,1,0
MARF1,0,0,1
CC2D1B,0,0,1
CLCA2,1,0,0
GEMIN2,0,0,1
NXT2,0,0,1
PES1,0,0,1
MAP7,0,0,1
GLO1,0,0,1
GNG4,0,1,0
CNTN2,1,0,0
KRT24,1,0,0
STC1,0,1,0
NPHP1,0,0,1
KIFC3,0,1,0
ZNF827,0,0,1
CATSPERG,1,0,0
CLIC5,1,0,0
SIRPG,0,0,1
TIAL1,0,0,1
USP1,0,0,1
H6PD,0,0,1
SERPINE1,0,1,0
PIP4K2C,0,0,1
NUDT9,0,0,1
CCDC187,0,1,0
GPC6,0,0,1
CYP2W1,0,1,0
ARHGEF28,0,0,1
VAMP5,0,0,1
CGB8,0,1,0
KCND3,1,0,0
KLRG1,0,0,1
USHBP1,0,0,1
ALKBH6,0,0,1
SF3B6,0,0,1
MCM10,0,1,0
KIF2C,0,1,0
MYO1F,0,0,1
ABCF2,0,0,1
ZNF695,0,1,0
DCLRE1C,0,0,1
SMG9,0,0,1
WDR77,0,1,0
HELQ,0,0,1
ATG3,0,0,1
TCEAL6,1,0,0
WDR27,0,1,0
FAM189B,0,0,1
CPOX,0,0,1
GPM6A,1,0,0
TDP1,0,0,1
RHOD,0,1,0
INMT,0,0,1
TTC39B,0,0,1
STK32C,0,1,0
IFT81,0,0,1
TMEM62,0,0,1
PRIM2,0,0,1
PMM1,0,0,1
SCO2,0,0,1
FRMD4A,0,0,1
TRA2A,0,0,1
HAND2,1,0,0
HIST1H4L,0,1,0
TRPM2,0,1,0
AHCYL2,1,0,0
MEAF6,0,0,1
EME2,0,1,0
ANXA10,0,1,0
PPP1CC,0,0,1
CCDC194,0,1,0
TSKU,0,0,1
AFDN,0,0,1
VPS37D,0,0,1
TBP,0,0,1
NACC2,0,0,1
AL662899.1,0,1,0
UHRF2,0,0,1
NRBP2,0,0,1
C1ORF74,0,0,1
ANAPC16,0,0,1
ATAD3C,0,1,0
NEDD4L,1,0,0
IP6K3,1,0,0
PRDM10,0,0,1
DNAJC7,0,0,1
SKIV2L2,0,0,1
PAX3,0,1,0
DDN,0,1,0
MYO1E,0,0,1
ZP3,0,1,0
PTGER3,1,0,0
BAG4,0,0,1
LTBR,0,0,1
LRRC31,1,0,0
PLA2G15,0,0,1
SMIM15,0,0,1
EIF3D,0,0,1
APLP2,0,0,1
GTF2B,0,0,1
NEGR1,1,0,0
PCDHB14,0,0,1
GPIHBP1,1,0,0
SBK1,0,1,0
CENPI,0,1,0
RNF207,0,0,1
ALS2CR12,0,0,1
MBP,0,0,1
CDK2AP1,0,0,1
TM4SF19-TCTEX1D2,0,1,0
RNASEH2C,0,0,1
SALL4,0,1,0
CSTB,0,0,1
MBNL3,0,0,1
CLDN14,0,1,0
TSACC,0,1,0
SELENOK,0,0,1
SLC7A1,0,1,0
ZNF229,1,0,0
ANGPTL7,1,0,0
FAM131C,0,1,0
PECR,0,0,1
COX7C,0,0,1
INHA,0,1,0
UPK3B,0,0,1
AC099489.1,0,0,1
SEZ6,1,0,0
RNASE1,1,0,0
RCSD1,1,0,0
SLCO1B7,0,1,0
PUM3,0,1,0
CRBN,0,0,1
SUSD6,1,0,0
CENPS,0,0,1
ACOT12,1,0,0
LRSAM1,0,0,1
NIT2,0,0,1
SATB1,0,0,1
VAV2,0,0,1
TMEM42,0,0,1
STBD1,1,0,0
ZSWIM7,0,0,1
TMEM102,0,0,1
TAF1A,0,1,0
SOWAHC,0,0,1
CYP4F3,0,1,0
PAK1,0,0,1
COX14,0,0,1
ZNF549,1,0,0
JCHAIN,1,0,0
PLA2G2A,0,0,1
PPL,0,0,1
NR2F1,0,0,1
AARS,0,0,1
PTBP3,0,0,1
C1QTNF9,1,0,0
COPS9,0,0,1
PCDHB6,0,0,1
RSRP1,0,0,1
NXT1,0,1,0
OTOG,0,1,0
PHYHIP,1,0,0
NBEAL2,0,1,0
GSTA2,1,0,0
GBP7,0,1,0
AGL,0,0,1
PBX3,0,0,1
MPND,1,0,0
SEH1L,0,0,1
TUT1,0,0,1
LRP11,0,1,0
AL136531.2,1,0,0
ATP5H,0,0,1
ATG2A,0,0,1
LGALS9,0,0,1
NOTCH1,0,0,1
PARN,0,0,1
FAIM,0,0,1
ITM2B,0,0,1
CLCF1,0,0,1
FBXL16,0,1,0
GBP3,1,0,0
OGFR,0,0,1
TSPO2,0,1,0
TRIM67,0,0,1
TGM3,0,0,1
PABPC1,0,0,1
INVS,0,0,1
KIAA1024,0,1,0
ABHD12,0,0,1
MAP1LC3B2,0,0,1
TRIM36,1,0,0
FLT3LG,1,0,0
XPA,0,0,1
LAMTOR5,0,0,1
RCN2,0,0,1
ATF7IP2,0,0,1
ZFP62,0,0,1
CTU2,0,1,0
BRD8,0,0,1
MBD2,0,0,1
PCSK4,0,1,0
ARHGAP44,1,0,0
MREG,0,0,1
CEP85L,0,0,1
PTPRM,0,0,1
NEB,0,1,0
HDAC7,0,0,1
S100A6,0,0,1
FCGBP,1,0,0
SPAG8,0,0,1
CPT1B,0,0,1
ST8SIA4,1,0,0
LMO2,1,0,0
KDM4A,0,0,1
TNFAIP3,0,0,1
UGT1A9,1,0,0
TEX48,0,1,0
RPS6KA6,1,0,0
CTU1,0,1,0
TP53I3,1,0,0
KCNK17,0,0,1
PRPF40B,0,0,1
FZD4,0,0,1
PEBP4,1,0,0
PLET1,0,1,0
XCR1,1,0,0
ARHGAP27,0,0,1
APOC1,0,1,0
SOX1,0,1,0
EBI3,1,0,0
FAM186A,0,0,1
AC092718.3,0,0,1
COL18A1,0,0,1
ZNHIT1,0,0,1
EPB41L2,0,0,1
NOSIP,0,0,1
EEPD1,0,1,0
CCL3L3,0,1,0
LPCAT3,1,0,0
RAPGEF2,0,0,1
APPL1,0,0,1
STX16-NPEPL1,0,1,0
SH2D1B,1,0,0
CCL5,1,0,0
TTC25,0,0,1
SPECC1,1,0,0
FAM43A,0,0,1
DOK1,0,0,1
ECM2,0,0,1
LRTM2,1,0,0
CYP2C8,1,0,0
WDR89,0,0,1
FAM135A,0,0,1
GUCD1,0,0,1
SMTNL2,0,1,0
TMEM167B,0,0,1
OR6A2,0,1,0
DACT1,0,0,1
KIF5A,1,0,0
RAPH1,0,0,1
CRTAC1,1,0,0
FBXL14,0,0,1
MS4A12,1,0,0
PKNOX2,1,0,0
CMTM6,0,0,1
MOCS3,0,0,1
PLEKHH1,0,0,1
POFUT1,0,0,1
CTPS1,0,1,0
SP2,0,0,1
RPGR,0,0,1
SH3TC1,0,0,1
SLC7A3,1,0,0
RPUSD2,0,0,1
MRPL42,0,0,1
PRUNE1,0,0,1
NDUFAF3,0,0,1
MAS1L,1,0,0
IPO7,0,0,1
EPHA10,1,0,0
SPC25,0,1,0
GALK1,0,1,0
SLC39A1,0,0,1
CCDC148,0,1,0
VWA5B2,0,0,1
CDX1,0,0,1
NUDC,0,0,1
DIDO1,0,0,1
C17ORF67,0,0,1
PAQR4,0,1,0
RNF17,0,0,1
QRSL1,0,0,1
NTF4,0,1,0
SNRPD1,0,0,1
CD2AP,0,0,1
ZFYVE27,0,0,1
NFATC4,0,0,1
TMEM53,0,0,1
DRD5,1,0,0
RNMT,0,0,1
NAGK,0,0,1
ARL9,0,1,0
REP15,1,0,0
NABP2,0,0,1
PRR3,0,0,1
EMP3,0,0,1
CPED1,1,0,0
GBF1,0,0,1
ERO1B,0,0,1
IL7R,0,0,1
ZHX1-C8ORF76,0,1,0
PCSK7,1,0,0
CDKL3,0,0,1
ARHGAP8,0,0,1
UPP1,0,0,1
TSPAN4,0,0,1
SLFN11,0,0,1
LRRC43,0,1,0
GAL,0,1,0
PACRG,0,0,1
ZYX,0,0,1
TGDS,0,1,0
LLGL1,0,0,1
CCL23,1,0,0
HIVEP3,0,0,1
TMEM78,0,1,0
IL10RB,1,0,0
ADGRL3,1,0,0
CPNE8,1,0,0
FGF19,0,1,0
PDE6A,1,0,0
SLC9B2,0,1,0
OTUD7A,1,0,0
CENPB,0,0,1
GPC2,0,1,0
DAB2IP,0,0,1
STAP1,1,0,0
STAB2,1,0,0
ANO7,0,0,1
DDX58,0,0,1
SSR2,0,0,1
NEMP1,0,0,1
EXOC8,0,0,1
RTL8B,0,0,1
ZNF618,0,0,1
NELFA,0,0,1
FAM96B,0,0,1
GBP6,0,0,1
SURF6,0,0,1
BDH2,0,0,1
GNGT2,0,0,1
SPERT,0,1,0
PNCK,1,0,0
SENP3,0,0,1
LDHAL6A,0,0,1
HLA-DMB,0,0,1
PDK3,0,0,1
NR1H2,0,0,1
TUFM,0,0,1
RPS6KA1,0,0,1
DPYSL2,0,0,1
CLCN4,0,1,0
TYW1,0,0,1
PPP1R9B,0,0,1
NPC2,0,0,1
OGN,1,0,0
HSF2,0,0,1
FLI1,1,0,0
CCDC138,0,0,1
RGL1,1,0,0
ORAI3,0,0,1
PDE8A,1,0,0
NDUFS4,0,0,1
SPATA17,0,1,0
CNTNAP1,1,0,0
TOP1,0,0,1
NLRP1,0,0,1
METTL26,0,1,0
ZNF675,0,0,1
HNRNPCL1,0,1,0
YIF1A,0,0,1
RPS15A,0,0,1
RFLNB,0,0,1
FIS1,0,0,1
HMGN1,0,0,1
MAP4K3,0,0,1
RPAIN,0,0,1
SERGEF,0,0,1
SESN1,0,0,1
RCBTB1,0,1,0
C1ORF87,0,1,0
CHRNA1,1,0,0
EGLN1,0,0,1
ACSS2,1,0,0
ZER1,1,0,0
SCIMP,1,0,0
UCN2,0,1,0
PDE6G,1,0,0
LRFN4,0,1,0
THSD7B,1,0,0
LCN2,0,1,0
AL365205.1,0,0,1
NCDN,0,0,1
GOLGA5,0,0,1
ACP7,0,1,0
PHF21A,0,0,1
GPX2,0,1,0
INTS5,0,0,1
RRP8,0,0,1
OGFRL1,0,0,1
MRVI1,1,0,0
PPP1R35,0,1,0
IER3IP1,0,0,1
RAB11FIP3,0,0,1
MRPL50,0,0,1
OSBPL10,0,0,1
AMMECR1,0,0,1
ZMYM1,0,0,1
UQCR11,0,0,1
AEN,0,1,0
ITGA1,0,0,1
CA8,0,0,1
YPEL4,1,0,0
UGCG,0,0,1
CCDC50,0,0,1
GPRC5C,0,0,1
LVRN,1,0,0
BRD4,0,0,1
TMEM69,0,0,1
SIGLEC11,1,0,0
SLC9A6,0,0,1
SEMA4G,1,0,0
PLK4,0,1,0
RIC3,1,0,0
CLEC16A,0,0,1
NES,0,0,1
IL18R1,0,0,1
C2,0,1,0
STX18,0,0,1
SLC52A1,1,0,0
FGFRL1,0,1,0
SRM,0,1,0
SLAMF9,0,1,0
NECAB3,0,0,1
MRAP,1,0,0
GK3P,0,0,1
SPIDR,0,0,1
HERC5,0,0,1
ITGB5,0,0,1
TSPAN7,1,0,0
GK,0,0,1
C5ORF56,0,0,1
ATP6V0A4,0,1,0
LAMA1,1,0,0
DCST1,0,0,1
C8ORF48,0,0,1
CLEC1B,0,0,1
SLC41A1,0,0,1
SMIM10L2B,1,0,0
SFRP5,1,0,0
PER3,1,0,0
PTPDC1,0,0,1
ATAD3B,0,1,0
PLA2G16,0,1,0
TEX10,0,1,0
PGGHG,0,1,0
GRSF1,0,0,1
PAFAH1B3,0,1,0
COG3,0,0,1
LCA5L,0,0,1
FAM83E,0,0,1
NME3,0,0,1
LPAR1,1,0,0
LURAP1,1,0,0
ADAM33,1,0,0
CFB,0,1,0
LZTR1,0,0,1
SYNGR2,0,0,1
PXDNL,0,0,1
AL163636.2,1,0,0
ADAL,0,0,1
CHKA,0,0,1
UVSSA,0,0,1
ZNF570,0,0,1
JPH1,0,1,0
MPZ,1,0,0
CNNM1,0,0,1
RSPO1,1,0,0
POMT1,0,0,1
CLEC4M,1,0,0
CT83,0,1,0
KCNB2,1,0,0
RASAL3,0,0,1
RPA2,0,0,1
TBC1D10A,0,0,1
SLC38A4,1,0,0
F8,0,0,1
PDK2,1,0,0
KLHL20,0,0,1
FP565260.7,0,0,1
FAM135B,1,0,0
MAGEA1,0,1,0
TRHDE,1,0,0
PIGZ,1,0,0
BAHD1,0,0,1
ZC3H3,0,0,1
CNST,1,0,0
ARSF,0,0,1
MED17,0,0,1
ARHGEF17,0,0,1
TBX5,0,1,0
AL080251.1,0,1,0
SMIM24,0,0,1
AC006030.1,0,0,1
ZNF724,0,1,0
PITHD1,0,0,1
CD55,0,1,0
GRID1,0,0,1
SMYD4,0,0,1
CYP3A4,1,0,0
DNPH1,0,0,1
ZDBF2,1,0,0
INPP5B,0,0,1
TET2,0,0,1
UBE2V1,0,0,1
CNTNAP5,1,0,0
FAM84B,0,0,1
NPLOC4,0,0,1
ATR,0,0,1
GIMAP6,1,0,0
WT1,0,1,0
HOMER2,0,0,1
GNG11,1,0,0
ARPC4-TTLL3,0,0,1
ANO6,0,0,1
QPCTL,0,0,1
FAM78A,0,0,1
CAVIN1,1,0,0
ZSCAN1,1,0,0
SNX17,0,0,1
ROM1,0,0,1
F2RL3,0,0,1
YIPF6,0,0,1
SLC29A4,0,0,1
ASPRV1,0,0,1
L3HYPDH,0,0,1
DCAKD,0,0,1
ZBED1,0,0,1
C1QTNF1,0,0,1
ST8SIA3,1,0,0
HHATL,1,0,0
C11ORF84,0,1,0
ZSWIM8,0,0,1
AP3M2,0,1,0
AC023055.1,0,0,1
LRRC70,0,0,1
TMCC3,1,0,0
LRRC4,0,0,1
KCNA3,1,0,0
RIOX2,0,0,1
SH3GLB1,0,0,1
EIF2B5,0,0,1
NUP58,0,0,1
SPIRE2,0,0,1
SCO1,0,0,1
CFAP157,0,1,0
QSER1,0,0,1
HDC,1,0,0
RASGRP4,1,0,0
ZC3H12A,0,0,1
RXFP1,0,0,1
C10ORF82,0,0,1
OR1L8,0,0,1
CLDN12,0,0,1
ANKS1B,1,0,0
PLA2G2E,0,1,0
SHE,1,0,0
SEMA3F,0,1,0
SPG21,0,0,1
IL17RB,0,0,1
ZNF595,0,0,1
ESYT1,0,0,1
MATN1,0,0,1
C22ORF46,0,0,1
PRICKLE2,1,0,0
TCF4,0,0,1
AARD,1,0,0
RBM12B,0,0,1
ZBTB33,0,0,1
ADSSL1,0,0,1
C1ORF131,0,0,1
PPIL2,0,0,1
TAGAP,1,0,0
MROH2B,1,0,0
ZSCAN18,1,0,0
COG6,0,0,1
ZSWIM5,0,0,1
TRIM15,0,0,1
STX12,1,0,0
ZBTB7A,0,0,1
KEAP1,0,0,1
CYP11A1,1,0,0
ISCA2,0,0,1
WISP1,0,1,0
ZNF318,0,0,1
KCNQ5,1,0,0
APOBEC2,1,0,0
ADRA2C,0,1,0
NUSAP1,0,1,0
LIG1,0,0,1
NKPD1,0,1,0
MAPK4,1,0,0
FZD6,0,0,1
PILRB,0,1,0
TUBAL3,1,0,0
AC098850.4,1,0,0
HLA-DPB1,0,0,1
FUT11,0,0,1
YIPF2,0,0,1
SFMBT2,1,0,0
MRM3,0,0,1
TBC1D30,0,1,0
MRS2,0,0,1
DNAJC4,0,0,1
GNG10,0,0,1
SLC8A1,1,0,0
SLC27A6,1,0,0
SLC25A30,0,0,1
CDK11B,0,0,1
CCNA1,1,0,0
MISP,1,0,0
GIMAP8,1,0,0
OR2H2,0,1,0
LSM3,0,0,1
C4BPB,0,1,0
TMEM123,0,0,1
ENKUR,1,0,0
TXNDC11,0,0,1
NCOA2,0,0,1
DHRS4L2,0,0,1
PDIA6,0,0,1
ZNF44,0,0,1
AADAT,0,1,0
SHQ1,0,0,1
VASP,0,0,1
TVP23A,0,0,1
CHAC1,0,1,0
LHX3,0,1,0
AKAP17A,0,0,1
RNF133,0,0,1
PCDHGA3,0,0,1
LYAR,0,1,0
CDH23,1,0,0
PSMB2,0,0,1
PRSS55,0,1,0
PMEL,0,0,1
C19ORF71,0,0,1
PPP1R16A,0,0,1
ALX1,0,1,0
ZMYND19,0,1,0
MGAT4B,0,0,1
PLCE1,1,0,0
KLHL24,0,0,1
ZNF362,0,0,1
EDEM1,0,0,1
MFSD6,0,0,1
FAM83H,0,1,0
IVD,0,0,1
KLC4,0,0,1
SMCO2,0,1,0
SH3GL3,1,0,0
CA4,1,0,0
COA1,0,0,1
CGGBP1,0,0,1
KDM8,0,0,1
TTLL3,0,0,1
SCARB1,0,0,1
MGAT5B,1,0,0
ARHGEF4,0,0,1
DCUN1D3,0,0,1
SSSCA1,0,0,1
TRAF2,0,0,1
NAPSA,0,0,1
C20ORF144,0,1,0
CALM3,0,0,1
ADGRB3,1,0,0
NKX3-2,1,0,0
RPS6KA2,0,0,1
MIER3,1,0,0
CDK16,0,0,1
PPP1R13L,0,1,0
USP26,0,1,0
CHMP6,0,0,1
HEATR5B,0,0,1
EFHC2,1,0,0
AGBL4,0,1,0
EZR,0,0,1
ADCY3,0,1,0
TENM2,1,0,0
CD164L2,0,1,0
COCH,0,1,0
LTK,1,0,0
FTCDNL1,0,0,1
BTN3A3,0,0,1
NDUFB3,0,0,1
OLFM1,1,0,0
SAAL1,0,0,1
AAED1,0,0,1
RBAK-RBAKDN,0,0,1
FRS2,0,0,1
GTSE1,0,1,0
REG1A,0,1,0
PRIM1,0,0,1
GNG5,0,0,1
KLRC3,1,0,0
FASLG,0,0,1
DKK1,0,1,0
H2AFY,0,0,1
CRY2,0,0,1
VEGFD,1,0,0
PSMB7,0,0,1
DPY30,0,0,1
PRKAR1B,0,0,1
NRL,0,0,1
KLHL11,0,0,1
LINGO1,0,1,0
RELL2,0,1,0
TMBIM6,0,0,1
ABL1,0,0,1
BLOC1S1,0,0,1
IL1RAPL1,1,0,0
RNF19A,0,0,1
ALG1L,0,1,0
PPHLN1,0,0,1
AL391650.1,0,1,0
BHMG1,0,1,0
DYNC1LI1,0,0,1
TBC1D7,0,0,1
FGF18,0,1,0
TIPIN,0,0,1
H2AFZ,0,0,1
ATP6V1E2,0,1,0
YWHAZ,0,0,1
SAMHD1,0,0,1
PARD3B,0,0,1
MON1B,0,0,1
FAF1,0,0,1
HHLA2,1,0,0
FAM26F,0,0,1
VAX2,0,0,1
GREM2,1,0,0
DOCK6,0,0,1
MRPL24,0,0,1
PPT2,0,0,1
SYNGR1,1,0,0
SNX15,0,0,1
ZNF696,0,0,1
TJP1,0,0,1
PGBD1,0,0,1
FBXO41,0,1,0
OLFML1,1,0,0
MPG,0,0,1
UBE4B,0,0,1
CCR7,1,0,0
CHST5,1,0,0
EEF2KMT,0,0,1
KIAA1211L,0,0,1
TNFRSF17,1,0,0
MMP17,0,0,1
STK3,0,0,1
CHST14,0,0,1
CSF1,1,0,0
SNAI2,0,0,1
ICAM3,1,0,0
MYO19,0,0,1
TMEM242,0,0,1
TMEM120B,0,0,1
HMOX2,0,0,1
SPDYE5,0,0,1
CEP135,0,0,1
CDCP1,0,0,1
C11ORF63,0,0,1
PASK,0,1,0
EPHB4,0,1,0
ZFP64,0,0,1
NRXN2,1,0,0
IPMK,0,0,1
TDRP,0,0,1
SPIC,1,0,0
ANKMY1,0,0,1
PATL1,0,0,1
DCHS2,1,0,0
COLEC12,1,0,0
CLEC3B,1,0,0
PYCR3,0,1,0
SLC34A3,0,1,0
PDCD2L,0,1,0
DAAM1,0,0,1
ATP13A1,0,0,1
ALKAL1,0,1,0
GPR87,0,1,0
ZNF48,0,0,1
SRSF8,0,0,1
FMNL1,0,0,1
RAD51B,0,0,1
MPDZ,1,0,0
PLEKHO2,0,0,1
TAC3,0,0,1
CSTF2,0,0,1
ENY2,0,0,1
UAP1,0,0,1
PDLIM7,0,0,1
SLC38A9,0,0,1
TMEM223,0,0,1
MFAP4,1,0,0
DNAJB2,0,0,1
GPATCH4,0,0,1
TFAP4,0,1,0
NPAS3,1,0,0
ERMN,0,0,1
TMEM82,1,0,0
ME2,0,0,1
BOP1,0,1,0
MUTYH,0,0,1
MAP3K4,0,0,1
ANKS1A,0,0,1
CYGB,0,0,1
BDH1,0,0,1
PRIMPOL,0,0,1
CD3E,1,0,0
XPO1,0,0,1
PKHD1L1,1,0,0
RNASET2,0,0,1
TCOF1,0,1,0
RPEL1,0,1,0
RNFT2,0,1,0
DUOXA2,0,1,0
SNX5,0,0,1
SPATA21,0,1,0
NAT14,0,0,1
SP6,0,1,0
CDRT1,0,1,0
SLC27A4,0,0,1
SLC37A1,0,0,1
STXBP5,0,0,1
RAB29,0,0,1
KSR2,0,0,1
HIST1H2BJ,0,0,1
MANSC4,0,0,1
SCN7A,1,0,0
KCNJ5,0,0,1
PPP1R14A,1,0,0
RALGAPB,0,0,1
CCDC51,0,0,1
SLC26A2,1,0,0
DPEP2,1,0,0
PIGB,0,0,1
FAM221B,0,0,1
MC4R,1,0,0
RGMA,1,0,0
TAS2R20,0,0,1
ADGRG5,0,0,1
AIFM3,0,0,1
GABPB1,0,0,1
RAB7B,0,0,1
HDAC9,1,0,0
CCDC190,0,1,0
SRP68,0,0,1
MED18,0,0,1
FAM131A,0,0,1
CHKB,0,0,1
COMT,0,1,0
ORMDL1,0,0,1
CYP27B1,0,1,0
SLAMF6,0,0,1
FLVCR2,1,0,0
CPNE7,0,1,0
FRRS1,0,0,1
ATP1B2,1,0,0
GCM1,0,1,0
CSTF1,0,0,1
GGNBP2,0,0,1
FAM133B,0,0,1
GPR88,1,0,0
PEAR1,0,0,1
PDE1B,1,0,0
TRAPPC9,0,0,1
OSR1,1,0,0
FOXD4L4,0,1,0
CADPS2,0,0,1
UQCC2,0,0,1
ASH1L,0,0,1
FAM83G,0,0,1
FIZ1,0,0,1
PMF1,0,0,1
PARP8,0,0,1
TRIM7,0,1,0
SREBF1,0,0,1
ZAR1L,0,1,0
JAM3,1,0,0
ACTA2,1,0,0
ANGEL2,0,0,1
CLHC1,0,0,1
ZDHHC14,0,0,1
TMEM57,0,0,1
MTDH,0,0,1
C2ORF70,0,1,0
MRPS23,0,1,0
NAALAD2,1,0,0
KIAA1549L,0,1,0
