,log2FoldChange
MRPS6,2
UBE2L5P,2
FAM96B,2
FGF3,1
C7ORF25,2
H2AFY,2
NPIPA1,2
HSD3B7,2
NTF4,2
MRPS2,2
CYP1B1,2
GEMIN7,2
ZNF408,2
YIPF4,2
SPRR2D,2
SCAPER,2
C1ORF50,2
IL18RAP,2
PIGM,2
ARID3B,2
DCAF8,2
TRAF4,2
ANAPC13,2
GPHA2,1
ZNF32,2
SBSPON,2
TDP1,2
ITPA,2
CDV3,2
MYOG,0
MDH1B,2
TGIF2-C20ORF24,2
FGD1,2
SLC6A11,2
HIST1H4L,1
CSNK2A3,2
FAM126B,2
CCDC78,2
UPP1,2
DNAJC6,2
GPR107,2
GCNT2,2
CARD17,2
SURF2,2
NELFE,2
ZNF343,2
TRPC5,1
EFNB2,2
STYK1,2
ARF4,2
VSX1,0
TMSB4Y,0
NOP10,2
SUN2,2
SLC8A1,2
TMEM87B,2
HIST2H2BE,2
HSPA4,2
ADAM20,2
MVB12B,2
PDCD2L,2
PPP5C,2
MEPCE,2
TAS2R4,2
FAM170B,0
CLMP,2
C19ORF25,2
CASP1,2
S100P,2
HLA-DMB,2
ZCCHC10,2
ZNF302,2
GPBP1L1,2
POLN,2
FNDC7,1
CCND2,2
MANSC4,2
ATP6V1D,2
GM2A,2
PCDHGB7,2
NLRC4,2
SLC22A10,0
OR10H1,1
HYOU1,2
SFTPB,2
ALKBH4,2
ZNF512B,2
AEN,2
NECAP2,2
PTPN22,2
OR13A1,2
RNF4,2
KIF5B,2
DMRTC2,1
U2AF1,2
SLC35G6,2
ZBTB39,2
MBOAT2,2
LATS2,2
YIPF6,2
ALKAL1,0
FSTL4,2
GAL,1
CUX2,2
RFXAP,2
C14ORF105,1
POU5F1B,2
EIF4G2,2
MYC,2
NEK1,2
MARC1,2
PRR13,2
MAML1,2
FAM192A,2
SLC25A13,2
RABL2A,2
DHRSX,2
WFDC10B,1
IGSF11,2
GNAO1,2
ELL,2
MIA3,2
BCAN,2
LRRN2,2
AK2,2
GSR,2
TSPAN7,2
KRTAP17-1,0
NIF3L1,2
NKAIN2,2
CDC42EP2,2
CD300E,2
DYNC1LI1,2
PPP1R42,0
RGS6,2
ELMOD3,2
THAP4,2
IL1RAPL2,1
RRP1B,2
CHSY1,2
TNNT2,2
ECD,2
SYCN,0
IQSEC1,2
INPP5B,2
SLC45A1,2
RTEL1,2
RGS13,2
KRTAP4-8,0
IQGAP1,2
DHX8,2
KLHL13,2
CSTF1,2
GRIA2,0
MAGEA2B,1
AGAP4,2
CCDC47,2
DNAJC12,2
CCDC57,2
CD3D,2
ADO,2
ELN,2
NEUROG1,1
CEBPA,2
GMIP,2
MSL1,2
PRRT4,2
MEX3C,2
BMT2,2
SBK1,2
ZNF317,2
PSD3,2
ALG10B,2
TMEM91,2
ATP6AP2,2
CD1A,2
DNAJA1,2
MRPL30,2
DEF6,2
STK17B,2
STX10,2
PHLDA3,2
AMELY,0
AHNAK2,2
TTC28,2
METTL17,2
RRAGA,2
HIST3H2A,2
EML2,2
LIN7A,2
NUDT19,2
KCNK7,2
KLF1,2
SKAP2,2
GNRHR,2
PSKH1,2
RNASEK,2
ANKRD13C,2
SEMA3A,2
RAB33B,2
S100A6,2
SERPINA11,0
ZNF75A,2
NXT2,2
CYTH2,2
CCDC130,2
CD58,2
LANCL2,2
FNDC3A,2
ARL9,2
BSCL2,2
BRINP2,0
PPP1CA,2
HIC1,2
RIBC2,2
TBC1D1,2
FABP5,2
KLRC3,1
RPL26,2
GDF3,2
SASH3,2
TUBE1,2
MRFAP1L1,2
TMPRSS4,2
GALP,1
VEZT,2
ADCK1,2
SPIB,2
NADK,2
NFX1,2
PCBD1,2
NSUN3,2
HSF4,2
OAF,2
MDS2,2
THOP1,2
CTRC,2
FOXE1,2
BRD1,2
ZIC3,1
TMEM237,2
WFDC5,2
TBC1D8,2
NUP43,2
ZBED4,2
ANKHD1,2
ATP8B2,2
PSME1,2
COQ6,2
EEF1AKMT2,2
C9ORF153,2
PPP1R17,0
USH1G,2
SMIM27,2
DPY19L3,2
TAS2R46,1
BORCS6,2
PNOC,2
RPS28,2
PTCHD1,2
REG3A,1
RSPH10B2,2
REXO2,2
SUFU,2
POLR1A,2
ASB6,2
SMIM30,2
PRSS56,0
SELPLG,2
NBPF26,2
GNS,2
RBFOX2,2
HOXD3,2
C10ORF67,2
WSCD1,2
EIF3A,2
ACAD10,2
KIF5C,2
CRAMP1,2
HGFAC,2
NCR3LG1,2
CNOT2,2
AC011511.4,2
METTL8,2
WAC,2
NECAB3,2
MS4A7,2
ADSS,2
KCTD4,0
PHGDH,2
CD4,2
PLD4,2
CHCHD4,2
ZNF839,2
RPL7A,2
KRTAP9-8,0
PSG11,1
FLVCR2,2
ZBED5,2
MRPS17,2
ANKRD46,2
TSPAN32,2
ATP5G1,2
RAB30,2
RASAL3,2
SH3KBP1,2
TAC4,2
PPP6R2,2
MED24,2
DYDC1,0
CELA3A,1
LONP1,2
CALCA,0
BICD2,2
TXNRD3,2
ENDOD1,2
SOX6,2
TMEM121,2
NPFFR1,2
LELP1,1
NPIPB12,2
SRCAP,2
UBE2A,2
COASY,2
JUN,2
ANKRD49,2
IAPP,1
LRRC8A,2
NOS2,2
RNF166,2
SETDB1,2
IFITM10,2
MIER2,2
P2RX4,2
PMCH,2
TUBGCP5,2
CLLU1OS,2
CLEC12B,2
GMPPA,2
ZNF3,2
TEX12,2
SLC25A28,2
VRTN,1
GNG10,2
SERPINB4,2
COL20A1,0
HECTD3,2
CCDC91,2
HARBI1,2
AMER1,2
ADIPOR1,2
USF3,2
FAM186A,2
SST,1
TYW3,2
SGCZ,1
GH1,2
USP5,2
QRFP,2
RALB,2
NUP54,2
RHPN1,2
NMT2,2
ZBTB8OS,2
FGF22,2
ABCB6,2
KLRG2,2
UBAP2L,2
PDIK1L,2
PEX10,2
HNRNPK,2
WNT5B,2
ANKRD36B,2
NXPH2,1
LRP5,2
MZB1,2
CDHR4,2
OCSTAMP,1
RHOV,2
C7ORF33,1
GRK4,2
FAM120A,2
SDCCAG8,2
TMEM134,2
STX3,2
TGFBR2,2
MCL1,2
APOC3,1
ANO2,2
GOLGA8M,2
MAP4K1,2
PEA15,2
TNNI3K,2
TYW1,2
INAFM1,2
PLPPR4,2
RBP3,1
TMEM203,2
AL512785.2,2
MADD,2
FAM50A,2
PROCA1,2
GDAP1,2
IFITM2,2
CNTN6,0
PDE9A,2
DYNC1H1,2
ABHD8,2
TMEM219,2
TMEM246,2
DTD2,2
ARRDC2,2
HLA-E,2
PCOLCE,2
CBFA2T2,2
BDNF,2
ANKRD33,1
SNURF,2
KDM6A,2
COG2,2
GNAT3,0
PPP2R5B,2
AP2A1,2
CD8A,2
LINC00094,2
CDH17,2
FNTA,2
PFN4,2
ZNF497,2
RAG2,1
NUDT10,2
RASGEF1C,2
XPNPEP1,2
HYAL1,2
MAPK6,2
ARHGEF28,2
IGSF22,2
UST,2
TSC22D2,2
NFE2,2
NECTIN2,2
SPATA24,2
GFRA2,2
DAB2IP,2
DCAF8L2,1
PHF21B,2
MEGF9,2
MANEAL,2
CORO7-PAM16,2
CCNC,2
STOX2,2
ATP6V1E2,2
UQCC1,2
RYR2,2
KBTBD2,2
ZNF787,2
GC,1
GXYLT2,2
DPPA4,2
GALNT14,2
MS4A10,1
MT2A,2
C11ORF80,2
THBS4,2
PCDHA5,1
ZNF385B,2
POLK,2
RNF149,2
RGL3,2
UBE2D3,2
MRPS10,2
UBE2M,2
ARHGEF25,2
MRPS33,2
CRISPLD2,2
MBNL2,2
SLC39A2,2
PSD4,2
PARVB,2
MMADHC,2
BEND3,2
GIMAP1,2
ZFP82,2
CORO1A,2
TAF1L,2
SERF1B,2
CCDC59,2
SPANXN5,1
RASGRP3,2
CD5,2
UPF1,2
GLB1,2
SYNPR,0
ZFP36L1,2
LDHB,2
SP6,2
CD28,2
RTL3,2
SH3TC2,2
MYT1L,2
NT5C,2
MISP,2
PELI3,2
ARFRP1,2
MPPED2,2
MAN2C1,2
GSK3A,2
RGPD3,2
RTL8A,2
MAPK9,2
DDX23,2
ZNHIT2,2
TIMM17A,2
NCEH1,2
PHEX,2
RMND1,2
CHD3,2
TNRC6A,2
PSMD7,2
G6PC,1
RGPD1,2
LRRTM3,0
GSPT1,2
ARMC9,2
NUB1,2
UBQLN1,2
ASIC3,2
IZUMO2,1
GADD45GIP1,2
AP2S1,2
PLA2G4F,2
SLC35F4,2
GFM1,2
GNL1,2
PSG4,2
GPR52,2
SLC36A4,2
MS4A1,2
LY96,2
TNN,2
GNPDA2,2
RICTOR,2
ZIM3,1
RAB15,2
WASF3,2
CIB3,2
SFMBT2,2
C5AR1,2
ITGAL,2
ORC4,2
NR2F2,2
AC009014.1,0
OR5K2,2
NKIRAS2,2
A3GALT2,2
SLC6A6,2
NPHP3-ACAD11,2
KCNJ9,2
DCST1,2
HIST1H1A,1
ARHGAP26,2
PLCB2,2
OSGIN1,2
KIF16B,2
OSBPL5,2
SH3TC1,2
METRNL,2
ADAMTS10,2
9-Mar,2
LTB,2
CRYBB2,2
AMER3,1
TOX4,2
CNR1,2
STK25,2
ATG3,2
CLIP3,2
GPCPD1,2
FAM161A,2
SAG,2
C2ORF49,2
IL10,2
CFAP161,2
SART3,2
FAM98B,2
GPBP1,2
CCDC40,2
MASP2,2
RAB6B,2
OR56A5,1
CPEB1,2
PCBP3,2
MRM1,2
TAS2R43,1
DSC2,2
NSL1,2
RAB22A,2
ANXA7,2
C17ORF47,2
SLC2A13,2
CATSPER3,2
C1ORF43,2
RPL13,2
GGA3,2
GSTZ1,2
NUP188,2
SPOPL,2
HIST2H3C,1
AL928654.4,2
ALDH3B2,2
ARNT2,2
C21ORF59,2
EPGN,2
ZNF584,2
MROH9,2
LRRC71,2
CSAD,2
CPNE9,2
ARMCX4,2
C6ORF62,2
TCF21,0
C17ORF78,2
NCSTN,2
HSPA4L,2
HRASLS2,2
ZNF593,2
RPL18,2
PCSK1,2
ARMT1,2
HIST3H3,1
STXBP4,2
UNC5B,2
FGF4,1
TTC34,2
DNAH8,2
ARVCF,2
YIPF2,2
ZBTB6,2
PDLIM4,2
MAP3K7,2
GAL3ST3,0
LIX1,2
C17ORF113,2
HEG1,2
AFAP1L1,2
EEF2KMT,2
PMS2,2
TMEM216,2
SLC22A18AS,2
SVOP,2
ANXA4,2
DRGX,1
ABCC11,2
SHC3,2
CD180,2
GOLM1,2
MAP1A,2
C16ORF54,2
ZNF813,2
METTL21A,2
CDH8,2
HMGN4,2
RPP21,2
HSPA8,2
ATAT1,2
BMPER,2
BCL11B,2
E2F6,2
ZNF724,2
TSC22D3,2
KIAA0753,2
TNF,2
TMEM126A,2
UVRAG,2
SPOCK3,0
MGRN1,2
ZNF512,2
RAB19,2
C2ORF80,1
MOCOS,2
BROX,2
ATRX,2
CFDP1,2
C3ORF30,1
PRMT3,2
ZNF98,0
MMAB,2
PRKRA,2
USH1C,1
TUBA1C,2
GBP4,2
TMEM267,2
NES,2
RAX,1
ARPC5L,2
SPATS2L,2
ZNF17,2
PARP11,2
G3BP1,2
LRRC37A2,2
CCDC62,2
RNASEL,2
SFRP4,2
RPUSD2,2
ASPSCR1,2
FAM131C,2
IFT74,2
MAN2A1,2
PRMT1,2
CFHR1,2
AC092835.1,2
WDR33,2
BRS3,1
TRIP12,2
CHRM4,2
C19ORF60,2
GNGT2,2
PCDHA10,2
TXK,2
RER1,2
CREB3,2
XRCC5,2
TBL1Y,0
ASCL5,2
SORD,2
SLC22A25,1
MSANTD3-TMEFF1,2
AARS2,2
RDH10,2
DRAM2,2
SPINK4,2
ADARB2,2
PARM1,2
SIK3,2
PRIMPOL,2
GCDH,2
ZNF174,2
ZNF311,2
AC119396.1,2
FMO4,2
TRMT5,2
PIM3,2
MTCH2,2
AP3B2,2
NCKAP1L,2
FAM104A,2
KLK9,2
SLC6A14,2
DPEP3,2
STKLD1,2
HYPK,2
TIA1,2
PCNX4,2
GTPBP6,2
RGS12,2
C20ORF96,2
PCDHB12,2
ZNF672,2
FAM170A,1
LBP,2
PCSK6,2
RPL11,2
SNX30,2
SLC29A3,2
KANTR,2
KDM2A,2
CDKN1B,2
EIF2B3,2
SEC63,2
MFSD14C,2
TM4SF4,2
FAAH,2
KRT77,1
NAE1,2
DYNLRB1,2
PPIAL4A,2
CATSPER4,1
UTP4,2
PGLYRP4,2
IMP4,2
KRTAP16-1,0
MYO3A,1
SBF1,2
ZNF678,2
PRMT6,2
MNT,2
PDCD11,2
UBA2,2
NGRN,2
APPL2,2
ADGRA3,2
CRISPLD1,2
C22ORF42,1
S100A12,2
MN1,2
TMEM55A,2
STX18,2
CARD18,2
PEX11G,2
TARBP1,2
MBTD1,2
ADCYAP1,2
PCBP1,2
TNFRSF13B,2
CDADC1,2
FBXL7,2
DNAJB9,2
INPP1,2
ETV3,2
APOO,2
GTF2A1L,1
MAPRE3,2
TIMD4,2
SEMA4B,2
MRPS25,2
LRRN1,2
RBM4,2
EXOC3L1,2
LIN28A,1
SLC44A5,2
UGT2B4,0
RBM5,2
ARMCX2,2
CHKB-CPT1B,2
BCAS3,2
FCRL1,2
ZNF577,2
MANBAL,2
RABAC1,2
SLC9A2,2
NSRP1,2
NAP1L3,2
USP9Y,2
TXNL4A,2
ATG2B,2
C11ORF63,2
GRK2,2
SPTAN1,2
ESCO1,2
FUT11,2
SUPT5H,2
NOL8,2
ZNF511,2
OPHN1,2
ZNF516,2
ZNF227,2
LCE2B,1
GDI2,2
GPALPP1,2
GCNT7,2
RABL3,2
UBAP1L,2
FRRS1,2
LIPF,0
PHOSPHO2,2
PHLDA1,2
HYAL2,2
DHRS7,2
CYFIP1,2
SPATA17,2
BATF3,2
MBOAT4,2
ENOSF1,2
CEP126,2
ZNF713,2
GRM7,2
POR,2
DMAC1,2
ANGPT4,2
DLK2,2
GPR27,2
ATMIN,2
PCDHGB4,2
PGLYRP3,2
SDF2,2
SDC3,2
PLEKHA4,2
NAT6,2
AASDHPPT,2
C2ORF78,0
ARL8B,2
ARHGEF26,2
RIMBP3B,2
PPIAL4C,2
E2F5,2
NME2,2
RHEB,2
LZTS1,2
RFX5,2
ZNF524,2
EIF4A1,2
REV3L,2
CLC,1
TESK1,2
ABAT,2
COL9A3,2
TCHHL1,0
LEPROTL1,2
MCRIP1,2
AMDHD2,2
MCF2,2
ADAP1,2
GDPD5,2
LEFTY2,2
TCTN1,2
L3MBTL3,2
ARAP1,2
TTC25,2
PABPN1L,1
RPL23A,2
MYBBP1A,2
SOWAHD,2
AC069257.3,2
BHLHE22,2
L1TD1,2
TECPR2,2
SPSB3,2
FAM126A,2
MED1,2
DCTN3,2
STRIP1,2
TMEM128,2
ALKBH5,2
SOWAHC,2
U2AF1L4,2
ZNF559-ZNF177,2
ARIH1,2
LRPPRC,2
BDH1,2
FMR1NB,1
BECN1,2
METTL15,2
PAH,1
FAM35A,2
PMVK,2
CLCN6,2
HNF1B,2
PTGES,2
SESN2,2
DSTYK,2
AGK,2
METTL13,2
ADGRL1,2
EXOSC5,2
ZNF607,2
SCIMP,2
ENPEP,2
RP2,2
IER3,2
SARDH,2
CALM1,2
KCND3,2
TRNAU1AP,2
SLC38A1,2
ATP5J2-PTCD1,2
REXO1,2
MORC4,2
HMHB1,1
KAT14,2
PURG,2
AP3S1,2
RFC1,2
SLC38A9,2
USP50,2
KLHL10,2
SOX2,2
GIMAP2,2
KDM3A,2
SSC5D,2
PKN3,2
HPDL,2
TTC8,2
ITM2B,2
CEL,2
ITGB8,2
SMKR1,2
ZNF625-ZNF20,2
INPP5K,2
SNX33,2
CROCC2,2
FAM207A,2
GRIN2B,2
CFAP58,2
GATAD2B,2
ERAP1,2
MYO16,2
TMEM94,2
ZC3HC1,2
CCR7,2
SRXN1,2
TCF7L2,2
CACNG4,2
GPAA1,2
HTR3D,1
ZUFSP,2
FAM136A,2
FAM92B,2
DSCAML1,2
KANSL2,2
ACOT11,2
MAMLD1,2
SEZ6,2
IFFO1,2
CKMT1B,2
UCHL5,2
GPX1,2
ACAT2,2
OR56A3,1
RBL2,2
VMAC,2
TFE3,2
C1QTNF2,2
TUBB8,2
BRD3,2
AZU1,2
FARSA,2
ZC3H13,2
KCNK12,2
RGS5,2
TTLL7,2
RUSC1,2
SPPL2B,2
RFX2,2
CWF19L1,2
ADD3,2
DEGS1,2
SETSIP,2
HCRTR2,2
NBL1,2
C19ORF67,2
RNF138,2
ADAM15,2
MAP2K5,2
CALR3,2
ZMAT2,2
KRR1,2
ZNF18,2
BIN3,2
TEFM,2
KIAA1147,2
ANKIB1,2
ICMT,2
RPL27A,2
C6ORF15,1
TMEM136,2
CWH43,2
FKBP4,2
ZP1,2
EIF5A,2
ATP5D,2
RGR,0
BRAF,2
BRMS1L,2
PTPRE,2
TMIGD1,1
SMAD6,2
RABEP1,2
IL36G,2
ADGRG3,2
LGMN,2
PROK2,2
TRIB1,2
TMEM74,2
MRPL2,2
SIT1,2
OR1J2,1
TACO1,2
STRAP,2
WHRN,2
ZNF337,2
ZNF19,2
TPTE,1
SMOC1,2
HECTD2,2
RUBCN,2
PURB,2
ADI1,2
RP1L1,2
KPNA1,2
KCNV2,2
PEAR1,2
ZNF585A,2
BAMBI,2
OTOG,1
ALG11,2
IMPA1,2
TMCO2,2
USP17L7,1
FUNDC1,2
COX6B1,2
TTPA,2
EDEM1,2
ESPN,2
NEU3,2
FAM151A,2
PRG2,2
C14ORF39,2
MZT2B,2
SLC38A10,2
GARS,2
CHRNA4,1
C8B,0
WNT5A,2
DDX41,2
MBD6,2
CDC40,2
SRP14,2
ANKRD26,2
IQCJ,0
DGKZ,2
NMD3,2
ZNF419,2
ZDHHC23,2
GLRA4,2
VASH1,2
ANKRD40,2
TTC21B,2
SLC48A1,2
ATXN7L1,2
RIOK2,2
C11ORF21,2
PCDHGA7,2
CLEC16A,2
TSPAN5,2
ANAPC10,2
KRT15,2
AC244517.6,2
VANGL1,2
ATF2,2
TTC1,2
OR2AE1,2
GAS1,2
MAGEB16,1
SELENOF,2
AC027796.3,2
ZNF564,2
AKIRIN2,2
RPRD2,2
ATP8B4,2
ZNF789,2
ADGRV1,2
YY2,2
COX7A2,2
TET3,2
MUM1,2
RAB38,2
ATF7IP2,2
ALPK1,2
TMED9,2
UPK2,2
CTBS,2
FAM169A,2
COX5B,2
ELOA2,1
ZNF461,2
FGFRL1,2
AC010325.1,2
RNF145,2
CENPBD1,2
NBPF19,2
STK35,2
CCDC163,2
ROCK2,2
DOHH,2
BAD,2
CD22,2
TMEM82,1
SIGLEC8,2
TIAF1,2
GTF3C4,2
SEC13,2
POLB,2
PCDHB16,2
TMEM121B,2
LYRM2,2
PRPH,2
PRSS45,2
ADAM11,2
TSNAX-DISC1,2
NLGN3,2
HSD17B2,2
ANO9,2
XK,2
IL10RA,2
NDUFB10,2
BARHL2,1
RNF38,2
ZNF791,2
MAB21L1,2
QSOX1,2
NUBP1,2
TYSND1,2
ZNF326,2
CDK10,2
SRRM4,2
DCST2,2
NAALAD2,2
PDZD11,2
MRPS14,2
PREB,2
WDR1,2
MTUS2,2
LGR5,2
UBAC1,2
MFN2,2
HUS1B,2
CRCP,2
RPL23,2
NAA50,2
SCN3A,2
ZXDA,2
SYN3,2
HDDC3,2
ZBTB41,2
EPS15L1,2
ADGRL3,2
THEM4,2
EEF1E1,2
C11ORF68,2
ZDHHC5,2
IQCA1L,0
APOA1,2
MPHOSPH6,2
AC093525.1,2
SMAD5,2
PRDM7,2
TCEANC,2
ZNF175,2
DUSP2,2
CFAP100,2
SAMD3,2
BCL2L2,2
EML6,2
TEAD3,2
SPI1,2
DNAJC22,2
C14ORF79,2
ZMYM3,2
PIK3C2A,2
SERPINB12,2
SOX21,2
B3GAT2,2
RIPOR2,2
MME,2
MMP24-AS1,2
VPS29,2
INTS4,2
AGO1,2
PDZD4,2
LRRC56,2
TSPAN11,2
GHRH,1
EPC2,2
SLFN5,2
ARFGAP2,2
C17ORF64,2
PCDHGA12,2
ZBED8,2
OGT,2
MAN1A2,2
NRTN,2
BAZ1A,2
PNLIPRP1,1
TAPBPL,2
NEK11,2
TLN1,2
RNF167,2
UBALD2,2
RAB11B,2
PAX7,0
PLA2R1,2
LRP3,2
SARS2,2
GPR88,2
TEKT4,2
REP15,2
ABCA12,2
HS2ST1,2
WASHC2A,2
HIST1H3E,2
DCUN1D3,2
SERP1,2
DNMT3A,2
LBHD1,2
ABI3,2
CD2,2
HAO1,0
TMEM140,2
MRGPRX2,2
KMT2E,2
KLK15,2
ATG2A,2
POTEI,2
LNX2,2
CYC1,2
ZBTB5,2
L2HGDH,2
NMBR,2
GSTA1,0
HDDC2,2
S100A4,2
ST14,2
LEMD3,2
EID2,2
HNF4G,2
HRK,2
OTUD6B,2
NUBP2,2
PM20D1,2
ERVFRD-1,2
EXOSC1,2
HCFC1R1,2
BAHCC1,2
FAM216A,2
APOL3,2
ANKAR,2
HOXB4,2
IL1R2,2
RAB24,2
CACNG3,1
CABIN1,2
ARHGDIA,2
MSANTD2,2
MAFK,2
ZDHHC11B,2
KIR2DL1,2
GPR174,2
SARS,2
FAM9B,1
DNTTIP2,2
RRM2B,2
UIMC1,2
FAM86B2,2
HS3ST6,2
HDHD5,2
RFX7,2
PPAN,2
PKN2,2
HIVEP3,2
PDC,2
NEO1,2
CCNJ,2
TBK1,2
ERLIN1,2
ZSWIM6,2
OGDHL,2
CHRNB2,2
CCDC106,2
HELZ,2
ARHGEF17,2
SPANXN3,1
THEGL,2
LCE6A,1
KAT8,2
TAS2R30,2
CD83,2
SPTY2D1,2
FP565260.3,2
CCNT1,2
CABP5,1
HMGN1,2
AC008770.3,2
PRPS2,2
SEZ6L2,2
ADCY7,2
PRPF8,2
TOPORS,2
HGF,2
ATXN7L3B,2
ZSWIM5,2
KIF26A,2
MAGED1,2
ZBTB10,2
SLC25A52,2
VTI1A,2
BTBD17,1
BNC2,2
TARS,2
TALDO1,2
KIF25,2
C1ORF53,2
C16ORF46,2
KRT1,1
PTPMT1,2
AARSD1,2
DUSP15,2
GOLT1A,2
BRWD1,2
CEACAM21,2
KIAA0895,2
RBM8A,2
KLC1,2
TEAD4,2
FATE1,2
MTPN,2
RAPGEF4,2
MROH1,2
C14ORF178,2
ZNF669,2
PRPF40A,2
UTP14A,2
TMEM63C,2
ARL6,2
C5ORF52,2
GLMN,2
POP4,2
GSTT2B,2
FAM120C,2
ASMTL,2
THSD7A,2
CTSW,2
COL28A1,2
NAA30,2
USP6,2
TRAPPC10,2
MYL4,2
SLC37A4,2
FGFR3,2
TPSAB1,2
EID3,2
TMEM8A,2
RSL24D1,2
DNASE1L1,2
ELOVL5,2
LCE2D,1
VBP1,2
SPTSSA,2
ZFP14,2
CYCS,2
ABCG2,2
CPSF2,2
C5ORF22,2
RNF130,2
DARS,2
PLEK,2
VHL,2
TSR3,2
NME8,2
MRPL54,2
SMARCC2,2
DNAAF5,2
TNFRSF13C,2
LAMP1,2
OR2B11,1
MYF5,0
ENOX1,2
RRNAD1,2
TMEM189-UBE2V1,2
NRK,2
DPM1,2
USP11,2
KLHL12,2
PDZD9,2
RAB3IP,2
PTPRG,2
NADSYN1,2
SRPX,2
GHSR,1
OPA1,2
EPG5,2
SEC61B,2
THAP7,2
ZCCHC6,2
ABHD13,2
EIF2B5,2
PSME3,2
AC010132.3,2
BRPF3,2
PRAMEF17,1
DACT3,2
NOX1,2
SLITRK3,0
RNF8,2
PITPNC1,2
USP44,2
RNF148,2
ZNF451,2
LRFN3,2
KCNMB4,2
ARC,2
ANKS3,2
TUNAR,0
HSPE1-MOB4,2
CERS3,2
SERPINI1,2
PRRC2B,2
SPRR2G,2
SDSL,2
BNIP3,2
PFKP,2
ILKAP,2
SEC24A,2
ANKS4B,2
ZC3HAV1,2
U2AF1L5,2
CUL7,2
CLRN3,2
FAM43B,2
TEN1,2
MYO1F,2
MRI1,2
RARRES2,2
ZNF597,2
COA1,2
SLIRP,2
LRIT2,2
LMTK2,2
MOB1B,2
CCDC167,2
DLST,2
EPB41L4B,2
SMIM21,1
HSBP1L1,2
ZNRD1,2
ENPP1,2
PIAS2,2
REEP3,2
CCDC83,1
MACROD2,2
INCA1,2
VPS13C,2
LCE2C,1
EXOSC8,2
COLCA2,2
ITIH2,2
ALK,2
TUBA4A,2
AZIN1,2
RAB39B,2
SOX15,2
VENTX,2
TENM4,2
LUC7L,2
KIR3DL1,2
ISL1,2
OCEL1,2
SLC12A6,2
RGL1,2
HIST3H2BB,2
TIGD2,2
SMIM22,2
ANAPC11,2
PGAM1,2
ARHGEF37,2
IFT140,2
TMED5,2
NARF,2
PPM1J,2
OCA2,2
RTN1,2
CCNY,2
AS3MT,2
ZNF574,2
ELK1,2
PAGE5,1
SSH1,2
PPP2R5E,2
TSC2,2
GLB1L2,2
SCAMP3,2
PDK3,2
TAL2,2
NDUFS6,2
GLIPR1L1,2
MYLIP,2
PIK3R2,2
AC092587.1,2
MAPKAP1,2
RBM6,2
ZNF708,2
ANKRD30B,1
C1ORF226,2
NTRK2,2
SCRIB,2
LRRC75A,2
BEX5,2
CLCF1,2
B3GALNT1,2
KTN1,2
TAL1,2
COIL,2
AQR,2
KRTAP19-5,1
SOS1,2
PPP1R3G,2
IER5,2
ZFP37,2
CDC14B,2
CEP63,2
RAB3D,2
ZNF148,2
SEMG1,0
TCTEX1D2,2
SLC12A7,2
FIGLA,0
FOXD4L4,2
TCHP,2
YPEL1,2
C16ORF58,2
CTU2,2
FAM181A,2
HHAT,2
IRS4,1
ZNF316,2
RNF126,2
TMEM218,2
DMRTA1,2
MT1H,2
HCST,2
RPL18A,2
BABAM1,2
DDR2,2
SPATA19,2
JMJD4,2
ZNF385C,2
PPP1R3D,2
ZSCAN30,2
PTH1R,2
CRNKL1,2
TMEM59L,2
GPRC5A,2
PIP4K2B,2
BCAR3,2
MAP1S,2
FIP1L1,2
CARD9,2
IRGC,1
DCAF7,2
WDR72,2
PPIC,2
CEACAM3,2
TM7SF3,2
NCKAP5L,2
BTBD6,2
ZNF771,2
WDR35,2
ZBTB1,2
KLHL7,2
RPL19,2
TNFRSF1B,2
ISL2,2
VGLL4,2
FKBP7,2
ECI1,2
SELENOW,2
DYNC2H1,2
SLC39A12,2
RAB44,2
RBBP9,2
SIGIRR,2
MRPS5,2
ZNF761,2
FNTB,2
PCDHGA4,2
DNAJB2,2
HLA-DQA1,2
OSGEP,2
HIST1H2AC,2
HBM,0
EBI3,2
RFX4,1
DSTN,2
PSMD12,2
AGMO,2
AL662899.3,2
INTS6L,2
MTAP,2
RASA4B,2
WDR11,2
RUVBL2,2
ARHGEF11,2
ZNF416,2
UBE2V1,2
CT55,1
RHOXF1,2
DPYSL4,2
ACCS,2
TYW1B,2
RAB26,2
CHIA,0
IPO5,2
KERA,2
DGKH,2
FAM19A3,2
N4BP1,2
ABCC3,2
RPRD1A,2
MRGPRX4,1
CXCL16,2
AP1AR,2
PLA2G4D,2
CCDC22,2
CALN1,2
NBN,2
LTB4R,2
ACTR10,2
SNX6,2
ESRP1,2
EHD1,2
C1ORF64,0
PMAIP1,2
BCKDK,2
GPSM3,2
USP28,2
DKK2,2
DDX24,2
POLI,2
MXD4,2
FZD3,2
GABRA1,1
PCDHB7,2
GPATCH2L,2
RNF6,2
BZW2,2
